date,temperature_celsius,precipitation_mm,snowfall_cm,weather_condition,is_raining,is_snowing
2022-05-19,21.8,0.0,0.0,clear,0,0
2022-05-20,21.4,0.0,0.0,clear,0,0
2022-05-21,21.0,0.0,0.0,clear,0,0
2022-05-22,21.5,0.0,0.0,clear,0,0
2022-05-23,21.9,0.0,0.0,clear,0,0
2022-05-24,23.6,0.0,0.0,clear,0,0
2022-05-25,23.4,0.0,0.0,clear,0,0
2022-05-26,,,0.0,clear,0,0
2022-05-27,27.4,0.9,0.0,rain,1,0
2022-05-28,25.0,0.4,0.0,rain,1,0
2022-05-29,22.8,0.0,0.0,clear,0,0
2022-05-30,23.5,0.0,0.0,clear,0,0
2022-05-31,23.8,0.0,0.0,clear,0,0
2022-06-01,23.5,0.0,0.0,clear,0,0
2022-06-02,25.0,0.0,0.0,clear,0,0
2022-06-03,26.0,0.0,0.0,clear,0,0
2022-06-04,26.7,0.0,0.0,clear,0,0
2022-06-05,25.9,0.0,0.0,clear,0,0
2022-06-06,27.2,0.0,0.0,clear,0,0
2022-06-07,26.0,0.0,0.0,clear,0,0
2022-06-08,24.5,0.4,0.0,rain,1,0
2022-06-09,21.1,8.9,0.0,rain,1,0
2022-06-10,23.3,0.0,0.0,clear,0,0
2022-06-11,25.9,0.0,0.0,clear,0,0
2022-06-12,26.4,0.0,0.0,clear,0,0
2022-06-13,24.9,0.0,0.0,clear,0,0
2022-06-14,24.9,0.0,0.0,clear,0,0
2022-06-15,25.2,0.0,0.0,clear,0,0
2022-06-16,26.1,0.0,0.0,clear,0,0
2022-06-17,25.8,0.0,0.0,clear,0,0
2022-06-18,26.9,0.0,0.0,clear,0,0
2022-06-19,25.5,0.0,0.0,clear,0,0
2022-06-20,25.3,0.0,0.0,clear,0,0
2022-06-21,25.5,0.0,0.0,clear,0,0
2022-06-22,26.6,0.0,0.0,clear,0,0
2022-06-23,26.3,0.0,0.0,clear,0,0
2022-06-24,26.3,0.0,0.0,clear,0,0
2022-06-25,25.8,2.2,0.0,rain,1,0
2022-06-26,28.6,0.0,0.0,clear,0,0
2022-06-27,30.6,0.0,0.0,clear,0,0
2022-06-28,29.6,0.0,0.0,clear,0,0
2022-06-29,27.2,0.1,0.0,rain,1,0
2022-06-30,27.8,0.0,0.0,clear,0,0
2022-07-01,27.2,0.0,0.0,clear,0,0
2022-07-02,28.4,0.0,0.0,clear,0,0
2022-07-03,30.1,0.0,0.0,clear,0,0
2022-07-04,30.4,0.0,0.0,clear,0,0
2022-07-05,29.2,0.0,0.0,clear,0,0
2022-07-06,29.0,0.0,0.0,clear,0,0
2022-07-07,27.7,1.5,0.0,rain,1,0
2022-07-08,25.4,3.9,0.0,rain,1,0
2022-07-09,26.0,0.0,0.0,clear,0,0
2022-07-10,24.8,0.0,0.0,clear,0,0
2022-07-11,25.7,0.0,0.0,clear,0,0
2022-07-12,26.2,0.0,0.0,clear,0,0
2022-07-13,26.4,0.0,0.0,clear,0,0
2022-07-14,26.2,0.0,0.0,clear,0,0
2022-07-15,27.6,0.0,0.0,clear,0,0
2022-07-16,28.1,0.0,0.0,clear,0,0
2022-07-17,28.7,0.0,0.0,clear,0,0
2022-07-18,29.6,0.0,0.0,clear,0,0
2022-07-19,28.9,0.0,0.0,clear,0,0
2022-07-20,28.7,0.0,0.0,clear,0,0
2022-07-21,29.0,0.0,0.0,clear,0,0
2022-07-22,29.9,0.3,0.0,rain,1,0
2022-07-23,29.2,0.0,0.0,clear,0,0
2022-07-24,28.7,0.0,0.0,clear,0,0
2022-07-25,29.3,0.0,0.0,clear,0,0
2022-07-26,28.9,0.0,0.0,clear,0,0
2022-07-27,28.9,0.2,0.0,rain,1,0
2022-07-28,28.1,0.2,0.0,rain,1,0
2022-07-29,27.6,0.0,0.0,clear,0,0
2022-07-30,27.7,1.7,0.0,rain,1,0
2022-07-31,28.6,0.0,0.0,clear,0,0
2022-08-01,28.5,0.0,0.0,clear,0,0
2022-08-02,29.0,0.0,0.0,clear,0,0
2022-08-03,29.3,0.0,0.0,clear,0,0
2022-08-04,29.1,0.0,0.0,clear,0,0
2022-08-05,28.8,0.0,0.0,clear,0,0
2022-08-06,30.0,0.0,0.0,clear,0,0
2022-08-07,29.6,0.5,0.0,rain,1,0
2022-08-08,28.4,1.6,0.0,rain,1,0
2022-08-09,25.5,3.1,0.0,rain,1,0
2022-08-10,26.3,0.5,0.0,rain,1,0
2022-08-11,26.7,1.0,0.0,rain,1,0
2022-08-12,25.6,0.1,0.0,rain,1,0
2022-08-13,23.7,20.7,0.0,rain,1,0
2022-08-14,24.8,0.0,0.0,clear,0,0
2022-08-15,25.8,0.0,0.0,clear,0,0
2022-08-16,27.1,28.4,0.0,rain,1,0
2022-08-17,28.1,0.0,0.0,clear,0,0
2022-08-18,29.2,0.0,0.0,clear,0,0
2022-08-19,24.6,13.3,0.0,rain,1,0
2022-08-20,24.7,0.5,0.0,rain,1,0
2022-08-21,26.3,0.0,0.0,clear,0,0
2022-08-22,25.3,0.0,0.0,clear,0,0
2022-08-23,26.2,0.0,0.0,clear,0,0
2022-08-24,25.4,0.0,0.0,clear,0,0
2022-08-25,25.9,0.0,0.0,clear,0,0
2022-08-26,26.8,0.0,0.0,clear,0,0
2022-08-27,25.9,11.5,0.0,rain,1,0
